State,State2,County,Data_Value,Short_Question_Text,Long,Lat
MD,Maryland,St. Mary's,23,Physical Inactivity,-76.60579527,38.30138097
MN,Minnesota,Ramsey,23.2,Physical Inactivity,-93.09958628,45.01732908
MN,Minnesota,Carver,11.3,Current Cigarette Smoking,-93.80226667,44.82065184
MN,Minnesota,Traverse,14.3,Frequent Mental Distress,-96.47145426,45.77223654
MN,Minnesota,Red Lake,36.8,Obesity,-96.09563492,47.87167839
MI,Michigan,Osceola,38.3,Obesity,-85.32534821,43.98979897
MI,Michigan,Oscoda,19.7,Current Cigarette Smoking,-84.12975123,44.68169113
MD,Maryland,Garrett,18.3,Frequent Mental Distress,-79.27284375,39.52875493
MI,Michigan,Iosco,24.8,Depression,-83.63602485,44.3559235
MN,Minnesota,Douglas,23.5,Binge Drinking,-95.4535826,45.93372446
MI,Michigan,Kent,23.5,Depression,-85.54930536,43.03214881
MI,Michigan,Tuscola,20.5,Frequent Mental Distress,-83.41683089,43.46407209
MN,Minnesota,Aitkin,21.9,Physical Inactivity,-93.41537053,46.60811624
MI,Michigan,Hillsdale,17.6,Frequent Mental Distress,-84.59301773,41.88779126
MN,Minnesota,Rice,32.1,Short Sleep Duration,-93.29671688,44.35424112
MI,Michigan,Livingston,35.4,Obesity,-83.91158259,42.60298881
MN,Minnesota,Wright,37.2,Obesity,-93.96308604,45.1740838
MI,Michigan,Marquette,31.1,Short Sleep Duration,-87.64144198,46.43144594
MD,Maryland,Anne Arundel,38.7,Short Sleep Duration,-76.60376009,39.00605816
MS,Mississippi,Adams,17.8,Frequent Mental Distress,-91.35335738,31.48212979
MN,Minnesota,McLeod,25.9,Depression,-94.2724562,44.82358913
MN,Minnesota,Scott,23.4,Depression,-93.53577414,44.64847376
MI,Michigan,Clare,42.3,Obesity,-84.84799114,43.98798581
MN,Minnesota,Carlton,23.7,Binge Drinking,-92.67667889,46.59218026
MI,Michigan,Oscoda,36.9,Obesity,-84.12975123,44.68169113
MD,Maryland,Montgomery,8.6,Current Cigarette Smoking,-77.20477305,39.13626049
MN,Minnesota,Swift,16,Current Cigarette Smoking,-95.68143771,45.28266762
MN,Minnesota,Hennepin,14.4,Frequent Mental Distress,-93.47663325,45.00461997
MI,Michigan,Ottawa,19.8,Binge Drinking,-85.99616591,42.95983431
MN,Minnesota,Cook,12.3,Current Cigarette Smoking,-90.53152732,47.90305121
MI,Michigan,Van Buren,20.1,Frequent Mental Distress,-86.01898492,42.25133022
MA,Massachusetts,Barnstable,32.5,Short Sleep Duration,-70.29004374,41.72330656
MI,Michigan,Alpena,33.1,Short Sleep Duration,-83.62854414,45.03483073
MI,Michigan,Benzie,35,Obesity,-86.01528761,44.63864515
MN,Minnesota,Grant,38,Obesity,-96.01214188,45.93416066
MD,Maryland,Dorchester,30,Physical Inactivity,-76.02345801,38.46912562
MI,Michigan,Barry,13.6,Current Cigarette Smoking,-85.30885108,42.59508543
MN,Minnesota,Washington,14.6,Physical Inactivity,-92.88387464,45.03914485
MS,Mississippi,Benton,15.2,Binge Drinking,-89.18851533,34.81726153
MN,Minnesota,Todd,40.5,Obesity,-94.89766391,46.07057816
MI,Michigan,Ionia,35.9,Short Sleep Duration,-85.07462218,42.94508878
MI,Michigan,Crawford,25.2,Depression,-84.61032916,44.68341931
MN,Minnesota,Faribault,37.2,Obesity,-93.94793196,43.67391851
ME,Maine,Waldo,24,Depression,-69.14407876,44.5014639
MD,Maryland,Prince George's,43.8,Short Sleep Duration,-76.84750856,38.82965114
ME,Maine,Lincoln,22.9,Physical Inactivity,-69.5422011,44.06338404
MN,Minnesota,Polk,32,Short Sleep Duration,-96.40228969,47.773994
MN,Minnesota,Douglas,28.9,Short Sleep Duration,-95.4535826,45.93372446
MI,Michigan,Ottawa,28.3,Short Sleep Duration,-85.99616591,42.95983431
MN,Minnesota,Rice,13.8,Current Cigarette Smoking,-93.29671688,44.35424112
MN,Minnesota,Pine,24,Depression,-92.7413892,46.12072885
MN,Minnesota,Big Stone,17,Current Cigarette Smoking,-96.4112404,45.4264943
MI,Michigan,Clinton,16,Frequent Mental Distress,-84.60155526,42.94368679
MN,Minnesota,Olmsted,14,Frequent Mental Distress,-92.40189229,44.00382803
MI,Michigan,Keweenaw,14.5,Current Cigarette Smoking,-88.43593439,47.62662557
MD,Maryland,Prince George's,23.7,Physical Inactivity,-76.84750856,38.82965114
MN,Minnesota,Steele,23,Binge Drinking,-93.22618634,44.02237255
MN,Minnesota,Traverse,18.6,Binge Drinking,-96.47145426,45.77223654
MA,Massachusetts,Middlesex,31.3,Short Sleep Duration,-71.39190584,42.4853611
MN,Minnesota,Roseau,13.8,Current Cigarette Smoking,-95.81092144,48.77505685
MD,Maryland,Somerset,44,Short Sleep Duration,-75.75888093,38.11368694
MI,Michigan,Cheboygan,36.8,Obesity,-84.49991004,45.44689816
MN,Minnesota,Carlton,41.2,Obesity,-92.67667889,46.59218026
MI,Michigan,Sanilac,20.8,Current Cigarette Smoking,-82.82038918,43.42351053
MN,Minnesota,Renville,17.5,Current Cigarette Smoking,-94.94674883,44.72683245
MN,Minnesota,Grant,29.7,Short Sleep Duration,-96.01214188,45.93416066
MN,Minnesota,Freeborn,17.6,Current Cigarette Smoking,-93.34885033,43.67382079
MN,Minnesota,Ramsey,32.6,Obesity,-93.09958628,45.01732908
MI,Michigan,Saginaw,18.4,Binge Drinking,-84.053179,43.33499945
MN,Minnesota,Cook,35.4,Obesity,-90.53152732,47.90305121
MN,Minnesota,Chisago,16.4,Frequent Mental Distress,-92.9083367,45.50244068
MN,Minnesota,Lake,14.9,Current Cigarette Smoking,-91.44604881,47.64082357
MI,Michigan,Huron,16.8,Frequent Mental Distress,-83.01965046,43.83341728
MI,Michigan,Keweenaw,13.2,Frequent Mental Distress,-88.43593439,47.62662557
MN,Minnesota,Martin,18.8,Binge Drinking,-94.55114092,43.67429582
MN,Minnesota,Ramsey,27,Depression,-93.09958628,45.01732908
MN,Minnesota,Sherburne,29.2,Short Sleep Duration,-93.77498392,45.44410018
MI,Michigan,Kent,23.2,Depression,-85.54930536,43.03214881
MN,Minnesota,Houston,28.9,Short Sleep Duration,-91.49285978,43.67144425
MI,Michigan,Oceana,16.3,Frequent Mental Distress,-86.26744916,43.64101933
MI,Michigan,Branch,17.1,Binge Drinking,-85.05910291,41.91610303
MI,Michigan,Eaton,15.5,Frequent Mental Distress,-84.83820635,42.59603586
MN,Minnesota,Murray,32.7,Short Sleep Duration,-95.76331555,44.02207715
MN,Minnesota,Faribault,22.5,Physical Inactivity,-93.94793196,43.67391851
MI,Michigan,Grand Traverse,16.3,Frequent Mental Distress,-85.56020753,44.66898835
MI,Michigan,Isabella,18.4,Current Cigarette Smoking,-84.84677008,43.6406349
MN,Minnesota,Kanabec,23.5,Physical Inactivity,-93.29325209,45.94521089
MI,Michigan,Schoolcraft,30.9,Physical Inactivity,-86.19984987,46.19666125
MA,Massachusetts,Hampshire,27.7,Obesity,-72.66306073,42.34025167
MI,Michigan,Menominee,26.5,Physical Inactivity,-87.55659735,45.58040815
ME,Maine,Sagadahoc,30.7,Obesity,-69.8536441,43.95901646
MD,Maryland,Baltimore,16.1,Frequent Mental Distress,-76.63595657,39.45969846
MN,Minnesota,Hubbard,30.4,Short Sleep Duration,-94.91660447,47.10874509
MN,Minnesota,Meeker,40.6,Obesity,-94.52685432,45.12301636
MD,Maryland,Caroline,25,Depression,-75.83217198,38.87204405
MA,Massachusetts,Worcester,13.8,Current Cigarette Smoking,-71.90772178,42.35134412
MI,Michigan,Calhoun,38.9,Obesity,-85.0056285,42.24651612
MN,Minnesota,Kittson,17.4,Frequent Mental Distress,-96.78255681,48.77681261
MI,Michigan,Lapeer,21.5,Binge Drinking,-83.22176429,43.09020463
MI,Michigan,St. Joseph,20.6,Frequent Mental Distress,-85.52782672,41.91441548
MI,Michigan,Iosco,25.6,Physical Inactivity,-83.63602485,44.3559235
MI,Michigan,Missaukee,25.4,Depression,-85.09476307,44.33770235
MI,Michigan,St. Joseph,19.1,Binge Drinking,-85.52782672,41.91441548
ME,Maine,Lincoln,13.6,Binge Drinking,-69.5422011,44.06338404
MI,Michigan,Alger,17.2,Current Cigarette Smoking,-86.6040533,46.40902552
MN,Minnesota,Koochiching,26.9,Depression,-93.78366264,48.24477511
MD,Maryland,Allegany,41,Short Sleep Duration,-78.69720876,39.62124097
MN,Minnesota,Dakota,19.5,Binge Drinking,-93.06516272,44.6719521
MN,Minnesota,Aitkin,18.9,Current Cigarette Smoking,-93.41537053,46.60811624
MN,Minnesota,Nicollet,25.4,Depression,-94.24818658,44.35007387
MN,Minnesota,Scott,15,Frequent Mental Distress,-93.53577414,44.64847376
MN,Minnesota,Norman,31,Short Sleep Duration,-96.45547309,47.32645319
MI,Michigan,Wexford,32.8,Short Sleep Duration,-85.57856901,44.33836134
MN,Minnesota,Le Sueur,26.1,Depression,-93.73004444,44.37138634
MI,Michigan,Roscommon,24.4,Physical Inactivity,-84.6116307,44.33550208
MN,Minnesota,Carver,26.4,Short Sleep Duration,-93.80226667,44.82065184
MI,Michigan,Newaygo,17.3,Frequent Mental Distress,-85.80084647,43.55406711
MI,Michigan,Ionia,25.3,Depression,-85.07462218,42.94508878
MN,Minnesota,Crow Wing,20.6,Physical Inactivity,-94.07066041,46.48251941
MN,Minnesota,Freeborn,17.2,Current Cigarette Smoking,-93.34885033,43.67382079
ME,Maine,Penobscot,14.9,Binge Drinking,-68.6494418,45.40026471
MN,Minnesota,Fillmore,16.2,Current Cigarette Smoking,-92.09012739,43.67396898
MI,Michigan,Alcona,13.5,Binge Drinking,-83.59406402,44.68535063
MI,Michigan,Dickinson,22.3,Physical Inactivity,-87.87027527,46.00915293
MD,Maryland,Frederick,15,Frequent Mental Distress,-77.39767094,39.47221384
MA,Massachusetts,Middlesex,23.4,Depression,-71.39190584,42.4853611
ME,Maine,Knox,31,Short Sleep Duration,-69.15294396,44.12447432
MI,Michigan,Isabella,19.8,Binge Drinking,-84.84677008,43.6406349
MN,Minnesota,Mower,40.7,Obesity,-92.7524342,43.6714131
MI,Michigan,Crawford,38.2,Obesity,-84.61032916,44.68341931
MI,Michigan,Ionia,38.8,Obesity,-85.07462218,42.94508878
MI,Michigan,Dickinson,17.4,Frequent Mental Distress,-87.87027527,46.00915293
MI,Michigan,Ontonagon,38.1,Obesity,-89.31479948,46.66441358
MI,Michigan,Bay,37.2,Obesity,-83.99214815,43.70753001
MN,Minnesota,Pope,18.9,Binge Drinking,-95.44472309,45.58600313
MA,Massachusetts,Norfolk,21.2,Depression,-71.20793154,42.16198573
MI,Michigan,Benzie,31.6,Short Sleep Duration,-86.01528761,44.63864515
MI,Michigan,Lake,41.6,Obesity,-85.80174674,43.9901117
MA,Massachusetts,Suffolk,27,Obesity,-71.06934542,42.33403709
MI,Michigan,Osceola,17,Binge Drinking,-85.32534821,43.98979897
MN,Minnesota,Mower,20.4,Binge Drinking,-92.7524342,43.6714131
MN,Minnesota,Watonwan,33.1,Short Sleep Duration,-94.61412827,43.97841204
MN,Minnesota,Becker,19.1,Binge Drinking,-95.67400945,46.9348311
MN,Minnesota,Rice,33.9,Obesity,-93.29671688,44.35424112
MN,Minnesota,Kandiyohi,23.9,Depression,-95.00434685,45.1525014
MI,Michigan,Shiawassee,25.2,Depression,-84.14670046,42.95370976
MA,Massachusetts,Hampden,31.1,Physical Inactivity,-72.63152561,42.1352566
ME,Maine,Sagadahoc,15.5,Current Cigarette Smoking,-69.8536441,43.95901646
MN,Minnesota,Murray,40.1,Obesity,-95.76331555,44.02207715
MI,Michigan,Gogebic,16.6,Frequent Mental Distress,-89.69440639,46.40889184
MI,Michigan,Ogemaw,20.5,Current Cigarette Smoking,-84.12649221,44.33492682
MI,Michigan,Washtenaw,28.2,Obesity,-83.83880147,42.25324125
MN,Minnesota,Norman,22.2,Physical Inactivity,-96.45547309,47.32645319
MI,Michigan,Muskegon,27.1,Depression,-86.15204773,43.29123494
MN,Minnesota,St. Louis,33.2,Short Sleep Duration,-92.47059125,47.60297888
MI,Michigan,Ingham,34,Obesity,-84.37360064,42.59708605
MN,Minnesota,Lincoln,16,Current Cigarette Smoking,-96.26717241,44.41243625
MN,Minnesota,Steele,14.3,Frequent Mental Distress,-93.22618634,44.02237255
MD,Maryland,Kent,35.3,Short Sleep Duration,-76.0399434,39.25427008
MA,Massachusetts,Berkshire,21.7,Binge Drinking,-73.20622459,42.37048578
MN,Minnesota,Polk,14.6,Current Cigarette Smoking,-96.40228969,47.773994
MN,Minnesota,Nobles,32.1,Short Sleep Duration,-95.75350945,43.67419278
ME,Maine,Piscataquis,16.2,Frequent Mental Distress,-69.28456871,45.83731418
MI,Michigan,Antrim,30.4,Short Sleep Duration,-85.140472,44.99898404
MI,Michigan,Manistee,38,Obesity,-86.05697721,44.3329667
ME,Maine,Penobscot,23.7,Physical Inactivity,-68.6494418,45.40026471
MI,Michigan,Alger,24.9,Depression,-86.6040533,46.40902552
MI,Michigan,Calhoun,26.6,Depression,-85.0056285,42.24651612
ME,Maine,Oxford,25.6,Depression,-70.7565587,44.49945175
MN,Minnesota,Mahnomen,20.7,Frequent Mental Distress,-95.80924965,47.32555191
MD,Maryland,Charles,23.6,Physical Inactivity,-76.99218151,38.50694772
MN,Minnesota,Pipestone,23,Physical Inactivity,-96.25869916,44.02285794
MI,Michigan,Barry,17.9,Binge Drinking,-85.30885108,42.59508543
MN,Minnesota,Pennington,16.2,Frequent Mental Distress,-96.03651642,48.06628444
MD,Maryland,Kent,21.2,Depression,-76.0399434,39.25427008
MD,Maryland,Harford,22.4,Depression,-76.31690292,39.56142471
MI,Michigan,Chippewa,18.5,Current Cigarette Smoking,-84.56343895,46.30055715
MN,Minnesota,Chippewa,23.5,Physical Inactivity,-95.56636308,45.02211005
MI,Michigan,Monroe,18.3,Current Cigarette Smoking,-83.53804467,41.92827119
MN,Minnesota,Nicollet,29.9,Short Sleep Duration,-94.24818658,44.35007387
MI,Michigan,Clinton,36.2,Obesity,-84.60155526,42.94368679
MD,Maryland,Allegany,19.3,Frequent Mental Distress,-78.69720876,39.62124097
MI,Michigan,Mason,34.2,Short Sleep Duration,-86.2500363,43.99510197
MN,Minnesota,Red Lake,24.1,Depression,-96.09563492,47.87167839
MA,Massachusetts,Hampden,28.6,Depression,-72.63152561,42.1352566
MI,Michigan,Montmorency,14.4,Binge Drinking,-84.12768274,45.0275595
MI,Michigan,Allegan,17.7,Frequent Mental Distress,-85.8884941,42.59129296
MN,Minnesota,Polk,25.8,Depression,-96.40228969,47.773994
MI,Michigan,Kent,33.4,Obesity,-85.54930536,43.03214881
MI,Michigan,St. Joseph,35.2,Short Sleep Duration,-85.52782672,41.91441548
MI,Michigan,Alpena,25.6,Physical Inactivity,-83.62854414,45.03483073
MN,Minnesota,Stevens,16.4,Frequent Mental Distress,-96.00037281,45.5861905
MI,Michigan,Delta,16.8,Current Cigarette Smoking,-86.92322337,45.91751075
MI,Michigan,Alcona,35.8,Obesity,-83.59406402,44.68535063
MN,Minnesota,Clay,20.4,Physical Inactivity,-96.49064603,46.89232342
MN,Minnesota,McLeod,24.2,Physical Inactivity,-94.2724562,44.82358913
MD,Maryland,Carroll,12.1,Current Cigarette Smoking,-77.02276354,39.56290253
MN,Minnesota,Lyon,45.1,Obesity,-95.83908165,44.41338572
MI,Michigan,Iron,15.4,Binge Drinking,-88.53041034,46.20880813
MI,Michigan,Otsego,28.2,Physical Inactivity,-84.59917633,45.02124713
MN,Minnesota,Kandiyohi,32.3,Short Sleep Duration,-95.00434685,45.1525014
MN,Minnesota,Wabasha,22.6,Binge Drinking,-92.23022248,44.28426868
MN,Minnesota,Morrison,16,Current Cigarette Smoking,-94.26824145,46.01263911
MN,Minnesota,Wright,14.5,Current Cigarette Smoking,-93.96308604,45.1740838
MI,Michigan,Otsego,35.8,Short Sleep Duration,-84.59917633,45.02124713
MN,Minnesota,Cass,21,Binge Drinking,-94.32578685,46.94927005
MN,Minnesota,Dodge,22.5,Binge Drinking,-92.862155,44.02250946
MI,Michigan,Houghton,28.8,Short Sleep Duration,-88.68740923,46.89800919
MN,Minnesota,Steele,36.9,Obesity,-93.22618634,44.02237255
MN,Minnesota,Redwood,16.4,Current Cigarette Smoking,-95.25367556,44.4036089
MD,Maryland,Howard,13.8,Binge Drinking,-76.93089703,39.25021696
MN,Minnesota,Lincoln,26.4,Depression,-96.26717241,44.41243625
MD,Maryland,Queen Anne's,32.7,Obesity,-76.02408626,39.06622417
MN,Minnesota,Yellow Medicine,17.2,Current Cigarette Smoking,-95.86840894,44.71621273
MN,Minnesota,Mille Lacs,23,Binge Drinking,-93.63007956,45.93796283
MI,Michigan,Mason,23.1,Physical Inactivity,-86.2500363,43.99510197
MN,Minnesota,Martin,37.6,Obesity,-94.55114092,43.67429582
MI,Michigan,Crawford,32.2,Short Sleep Duration,-84.61032916,44.68341931
MS,Mississippi,Adams,33.3,Physical Inactivity,-91.35335738,31.48212979
MN,Minnesota,Traverse,25.3,Physical Inactivity,-96.47145426,45.77223654
MN,Minnesota,Cottonwood,33.5,Short Sleep Duration,-95.18119799,44.00714421
MS,Mississippi,Benton,37.6,Short Sleep Duration,-89.18851533,34.81726153
MN,Minnesota,Grant,22.3,Binge Drinking,-96.01214188,45.93416066
MN,Minnesota,Nicollet,21.7,Physical Inactivity,-94.24818658,44.35007387
MI,Michigan,Iron,18.5,Current Cigarette Smoking,-88.53041034,46.20880813
ME,Maine,Waldo,14.3,Current Cigarette Smoking,-69.14407876,44.5014639
MN,Minnesota,Roseau,33.7,Obesity,-95.81092144,48.77505685
ME,Maine,York,24,Depression,-70.7142617,43.47834271
MI,Michigan,Schoolcraft,20.9,Frequent Mental Distress,-86.19984987,46.19666125
MI,Michigan,Lapeer,35.5,Obesity,-83.22176429,43.09020463
MN,Minnesota,Pine,16.7,Current Cigarette Smoking,-92.7413892,46.12072885
MI,Michigan,Clare,26.2,Depression,-84.84799114,43.98798581
MI,Michigan,Alcona,27.3,Physical Inactivity,-83.59406402,44.68535063
MI,Michigan,Clinton,18.2,Physical Inactivity,-84.60155526,42.94368679
MD,Maryland,Garrett,37.4,Obesity,-79.27284375,39.52875493
MD,Maryland,Baltimore,38.5,Obesity,-76.61446563,39.30512942
MI,Michigan,Iosco,27.6,Depression,-83.63602485,44.3559235
MN,Minnesota,Cass,37.6,Obesity,-94.32578685,46.94927005
MD,Maryland,Anne Arundel,14.9,Frequent Mental Distress,-76.60376009,39.00605816
MN,Minnesota,Martin,17,Frequent Mental Distress,-94.55114092,43.67429582
MD,Maryland,Caroline,19,Current Cigarette Smoking,-75.83217198,38.87204405
MD,Maryland,Montgomery,24.2,Obesity,-77.20477305,39.13626049
MI,Michigan,Ingham,17.8,Binge Drinking,-84.37360064,42.59708605
MN,Minnesota,Marshall,26.1,Depression,-96.36936442,48.35824501
MI,Michigan,Newaygo,17.6,Current Cigarette Smoking,-85.80084647,43.55406711
MN,Minnesota,Blue Earth,20.4,Frequent Mental Distress,-94.06692957,44.0345455
MN,Minnesota,Dodge,18.9,Physical Inactivity,-92.862155,44.02250946
MI,Michigan,Houghton,19.8,Binge Drinking,-88.68740923,46.89800919
MI,Michigan,Livingston,30.9,Short Sleep Duration,-83.91158259,42.60298881
MI,Michigan,Hillsdale,24.5,Depression,-84.59301773,41.88779126
MA,Massachusetts,Middlesex,15.6,Physical Inactivity,-71.39190584,42.4853611
MI,Michigan,Sanilac,25.5,Depression,-82.82038918,43.42351053
MN,Minnesota,Waseca,41.2,Obesity,-93.58728667,44.02210599
MI,Michigan,Ottawa,16.7,Frequent Mental Distress,-85.99616591,42.95983431
MA,Massachusetts,Berkshire,28.6,Obesity,-73.20622459,42.37048578
MA,Massachusetts,Barnstable,26.5,Obesity,-70.29004374,41.72330656
MN,Minnesota,Goodhue,14.5,Frequent Mental Distress,-92.72286785,44.40966956
MN,Minnesota,Chisago,22.4,Binge Drinking,-92.9083367,45.50244068
MD,Maryland,Prince George's,14.2,Depression,-76.84750856,38.82965114
MI,Michigan,Sanilac,34.2,Short Sleep Duration,-82.82038918,43.42351053
MN,Minnesota,Todd,29.7,Short Sleep Duration,-94.89766391,46.07057816
MN,Minnesota,Winona,13.7,Current Cigarette Smoking,-91.77920392,43.98680042
MN,Minnesota,Marshall,30.1,Short Sleep Duration,-96.36936442,48.35824501
MI,Michigan,Midland,15.4,Current Cigarette Smoking,-84.38815836,43.64679924
MN,Minnesota,Washington,30.9,Obesity,-92.88387464,45.03914485
MN,Minnesota,Rock,25.6,Depression,-96.25322261,43.67472423
MN,Minnesota,Carver,21.9,Depression,-93.80226667,44.82065184
MA,Massachusetts,Dukes,14.5,Frequent Mental Distress,-70.65382633,41.39790643
MD,Maryland,Wicomico,16.4,Binge Drinking,-75.62151959,38.37278864
MI,Michigan,Jackson,17.3,Binge Drinking,-84.42340557,42.24847133
MI,Michigan,Gratiot,33.2,Short Sleep Duration,-84.60496872,43.29280449
MN,Minnesota,Wabasha,23.9,Depression,-92.23022248,44.28426868
MI,Michigan,Clare,18.8,Binge Drinking,-84.84799114,43.98798581
MA,Massachusetts,Berkshire,22.8,Physical Inactivity,-73.20622459,42.37048578
MI,Michigan,Arenac,27.7,Physical Inactivity,-83.89594739,44.06557339
MI,Michigan,Jackson,19.4,Frequent Mental Distress,-84.42340557,42.24847133
MA,Massachusetts,Bristol,34.6,Short Sleep Duration,-71.11420685,41.79706868
MI,Michigan,St. Joseph,29.6,Physical Inactivity,-85.52782672,41.91441548
MN,Minnesota,Nobles,40.7,Obesity,-95.75350945,43.67419278
MN,Minnesota,Brown,39,Obesity,-94.72757094,44.24217189
MI,Michigan,Muskegon,26.1,Physical Inactivity,-86.15204773,43.29123494
MD,Maryland,Charles,40.6,Short Sleep Duration,-76.99218151,38.50694772
MN,Minnesota,Stearns,22.2,Binge Drinking,-94.61363478,45.55226582
MN,Minnesota,Rock,16.3,Current Cigarette Smoking,-96.25322261,43.67472423
MI,Michigan,Isabella,26.8,Depression,-84.84677008,43.6406349
MN,Minnesota,Todd,22.2,Binge Drinking,-94.89766391,46.07057816
MI,Michigan,Ingham,14.5,Current Cigarette Smoking,-84.37360064,42.59708605
MD,Maryland,Prince George's,14,Depression,-76.84750856,38.82965114
MS,Mississippi,Amite,22.2,Current Cigarette Smoking,-90.80452159,31.17428729
MD,Maryland,Garrett,14.9,Binge Drinking,-79.27284375,39.52875493
MI,Michigan,Keweenaw,21.1,Binge Drinking,-88.43593439,47.62662557
MN,Minnesota,Winona,25,Depression,-91.77920392,43.98680042
MN,Minnesota,Sibley,20.8,Binge Drinking,-94.23114403,44.57946395
MI,Michigan,Presque Isle,15.9,Frequent Mental Distress,-83.91810899,45.3402787
MI,Michigan,St. Joseph,28.3,Depression,-85.52782672,41.91441548
MI,Michigan,Alcona,27.6,Depression,-83.59406402,44.68535063
MD,Maryland,Montgomery,16.2,Physical Inactivity,-77.20477305,39.13626049
ME,Maine,York,20.1,Physical Inactivity,-70.7142617,43.47834271
MI,Michigan,Wexford,23.4,Physical Inactivity,-85.57856901,44.33836134
MN,Minnesota,Scott,20.2,Physical Inactivity,-93.53577414,44.64847376
MI,Michigan,Newaygo,39.2,Obesity,-85.80084647,43.55406711
MI,Michigan,Barry,34.1,Obesity,-85.30885108,42.59508543
MN,Minnesota,Murray,15.3,Frequent Mental Distress,-95.76331555,44.02207715
MI,Michigan,Livingston,13.5,Current Cigarette Smoking,-83.91158259,42.60298881
MI,Michigan,Cass,20.1,Binge Drinking,-85.99354148,41.91542064
MI,Michigan,Leelanau,31.3,Obesity,-85.81221082,44.93960813
MI,Michigan,Gratiot,21.8,Physical Inactivity,-84.60496872,43.29280449
MN,Minnesota,Nicollet,22.6,Binge Drinking,-94.24818658,44.35007387
MN,Minnesota,Rock,23.3,Binge Drinking,-96.25322261,43.67472423
MI,Michigan,Cheboygan,16,Frequent Mental Distress,-84.49991004,45.44689816
MN,Minnesota,Pine,33.3,Short Sleep Duration,-92.7413892,46.12072885
MI,Michigan,Berrien,39,Short Sleep Duration,-86.41221658,41.95470577
MA,Massachusetts,Norfolk,32.9,Short Sleep Duration,-71.20793154,42.16198573
MI,Michigan,Ionia,17.4,Current Cigarette Smoking,-85.07462218,42.94508878
MI,Michigan,Montcalm,20.9,Current Cigarette Smoking,-85.15253047,43.31088615
MI,Michigan,Manistee,19.8,Binge Drinking,-86.05697721,44.3329667
MI,Michigan,Wayne,24.6,Physical Inactivity,-83.2821975,42.28176596
MI,Michigan,Charlevoix,24.9,Depression,-85.12904483,45.30578916
ME,Maine,Oxford,26.6,Physical Inactivity,-70.7565587,44.49945175
MI,Michigan,Clare,34.9,Short Sleep Duration,-84.84799114,43.98798581
MN,Minnesota,Becker,21.7,Physical Inactivity,-95.67400945,46.9348311
MI,Michigan,Baraga,37.9,Obesity,-88.36564152,46.66236581
MI,Michigan,Alger,35.9,Short Sleep Duration,-86.6040533,46.40902552
MN,Minnesota,Morrison,39.9,Obesity,-94.26824145,46.01263911
MI,Michigan,Oakland,12.3,Current Cigarette Smoking,-83.38578509,42.66038418
MI,Michigan,Ottawa,34.6,Obesity,-85.99616591,42.95983431
MI,Michigan,Allegan,31.6,Short Sleep Duration,-85.8884941,42.59129296
MN,Minnesota,Benton,13.9,Current Cigarette Smoking,-93.99885943,45.69902144
ME,Maine,Oxford,33.2,Short Sleep Duration,-70.7565587,44.49945175
MD,Maryland,Cecil,38.8,Short Sleep Duration,-75.94139809,39.57083138
MN,Minnesota,Mille Lacs,42.6,Obesity,-93.63007956,45.93796283
MI,Michigan,Kalkaska,20.6,Binge Drinking,-85.09033287,44.68490441
MN,Minnesota,Wilkin,22.7,Binge Drinking,-96.46825543,46.35702587
MI,Michigan,Lake,24.5,Depression,-85.80174674,43.9901117
MI,Michigan,Sanilac,29.9,Physical Inactivity,-82.82038918,43.42351053
MN,Minnesota,Kandiyohi,14.1,Current Cigarette Smoking,-95.00434685,45.1525014
MI,Michigan,Alcona,18.2,Current Cigarette Smoking,-83.59406402,44.68535063
MI,Michigan,Montmorency,37.8,Obesity,-84.12768274,45.0275595
MN,Minnesota,Houston,22.7,Physical Inactivity,-91.49285978,43.67144425
MI,Michigan,Lapeer,18,Current Cigarette Smoking,-83.22176429,43.09020463
MN,Minnesota,Pope,17.8,Frequent Mental Distress,-95.44472309,45.58600313
MI,Michigan,Lapeer,35.7,Short Sleep Duration,-83.22176429,43.09020463
MN,Minnesota,Mower,16.9,Frequent Mental Distress,-92.7524342,43.6714131
MI,Michigan,Baraga,20.2,Binge Drinking,-88.36564152,46.66236581
MD,Maryland,Talbot,14.9,Binge Drinking,-76.10365854,38.7700379
MN,Minnesota,Dodge,15,Frequent Mental Distress,-92.862155,44.02250946
MN,Minnesota,Swift,38.9,Obesity,-95.68143771,45.28266762
MI,Michigan,Oceana,26,Depression,-86.26744916,43.64101933
MN,Minnesota,Norman,16.8,Frequent Mental Distress,-96.45547309,47.32645319
MI,Michigan,Iron,33.2,Short Sleep Duration,-88.53041034,46.20880813
MD,Maryland,Washington,15.5,Current Cigarette Smoking,-77.81327891,39.60360264
MI,Michigan,Ogemaw,37,Short Sleep Duration,-84.12649221,44.33492682
MN,Minnesota,Pipestone,23.7,Depression,-96.25869916,44.02285794
MN,Minnesota,Waseca,25.2,Depression,-93.58728667,44.02210599
MN,Minnesota,Cass,35.2,Short Sleep Duration,-94.32578685,46.94927005
MI,Michigan,Benzie,15.9,Current Cigarette Smoking,-86.01528761,44.63864515
ME,Maine,Lincoln,31.7,Obesity,-69.5422011,44.06338404
ME,Maine,Oxford,18.5,Binge Drinking,-70.7565587,44.49945175
MA,Massachusetts,Essex,12,Current Cigarette Smoking,-70.95152145,42.67186083
