compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,hos_beds,hos_dsch,hos_res,hos_children,hos_majteach,hos_vmajteach,hos_teachint,hos_highdpp,hos_ucburden,hos_highuc,hos_ownership,hos_net_revenue,hos_total_revenue
CHSP00004185,110064,Piedmont Columbus Regional Midtown,710 Center Street,Columbus,GA,31901,1,HSI00000826,Piedmont Healthcare,Atlanta,GA,382,14916,36,0,0,0,0.0942408377,1,0.0755148074,0,1,441179276,1876213974
CHSP00004188,372012,Inspire Specialty Hospital - Mw City,8210 National Avenue,Midwest City,OK,73110,0,,,,,31,202,0,0,0,0,0,0,,0,5,9014430,18781663
CHSP00004189,141302,Midwest Medical Center,One Medical Center Drive,Galena,IL,61036,1,,,,,25,284,0,0,0,0,0,0,0.0435305911,0,1,31847832,48625548
CHSP00004190,520205,Mosh,"10101 South 27th Street, 2nd Floor",Franklin,WI,53132,0,HSI00000055,Ascension Health,Saint Louis,MO,16,668,0.73,0,0,0,0.045625,0,,0,5,78416787,204778989
CHSP00004191,280131,Midwest Surgical Hospital,7915 Farnam Drive,Omaha,NE,68114,0,,,,,19,787,0,0,0,0,0,0,,0,5,70063095,207900354
CHSP00004192,140100,Midwestern Regional Medical Center,2520 Elisha Avenue,Zion,IL,60099,0,,,,,73,906,0,0,0,0,0,0,,0,5,1383765350,2181381350
CHSP00004193,,Mike O'callaghan Federal Hospital,"4700 Las Vegas Boulevard North, Suite 2419",Nellis Afb,NV,89191,0,,,,,,,,,,,,,,,,,
CHSP00004194,440060,Milan General Hospital,4039 Highland Street,Milan,TN,38358,1,HSI00001250,West Tennessee Healthcare,Jackson,TN,47,505,0,0,0,0,0,0,0.1552676175,1,3,13848893,52877532
CHSP00004196,431326,Milbank Area Hospital/Avera Health,301 Flynn Drive,Milbank,SD,57252,1,HSI00000068,Avera Health,Sioux Falls,SD,25,287,0,0,0,0,0,0,0.020619546,0,2,23132910,45066046
CHSP00004197,514009,Mildred Mitchell-Bateman Hospital,1530 Norway Avenue,Huntington,WV,25705,0,,,,,110,480,0,0,0,0,0,0,,0,3,13122166,29906788
CHSP00004198,520109,Mile Bluff Medical Center  Inc.,1050 Division Street,Mauston,WI,53948,1,,,,,40,1011,0,0,0,0,0,0,0.0658553153,0,1,87916081,233985874
CHSP00004199,070019,Bridgeport Hospital Milford Main Campus,300 Seaside Ave,Milford,CT,06460,1,HSI00001272,Yale New Haven Health System,New Haven,CT,,,,,,,,,,,,,
CHSP00004200,220090,Milford Regional Medical Center  Inc,14 Prospect Street,Milford,MA,01757,1,,,,,148,9045,13.12,0,0,0,0.0886486486,0,0.0541928694,0,1,254644696,628090467
CHSP00004201,461305,Milford Valley Memorial Hospital,850 North Main Street,Milford,UT,84751,1,,,,,23,25,0,0,0,0,0,0,0.0187173201,0,3,5237120,4390445
CHSP00004203,390198,Millcreek Community Hospital,5515 Peach Street,Erie,PA,16509,1,HSI00000686,Lecom Health,Erie,PA,124,3057,61.24,0,1,0,0.4938709677,1,0.0538966546,0,1,51039051,141884514
CHSP00004205,241356,Mille Lacs Hospital,200 North Elm Street,Onamia,MN,56359,1,,,,,18,319,0,0,0,0,0,0,0.1032568161,0,1,43561562,92714580
CHSP00004206,053309,Memorialcare Mcwhlb,2801 Atlantic Avenue,Long Beach,CA,90806,1,HSI00000658,MemorialCare Health System,Fountain Valley,CA,357,13098,56.92,1,0,0,0.1594397759,0,,0,1,428710763,1463800434
CHSP00004207,111305,Miller County Hospital,209 North Cuthbert Street,Colquitt,GA,39837,1,,,,,25,339,0,0,0,0,0,0,0.1207915615,1,3,72206076,87920588
CHSP00004208,201307,Millinocket Regional Hospital,200 Somerset Street,Millinocket,ME,04462,1,,,,,25,579,0,0,0,0,0,0,0.017823257,0,1,29523762,53547686
CHSP00004211,050007,Mills Peninsula Medical Center,1501 Trousdale Drive,Burlingame,CA,94010,1,HSI00001050,Sutter Health,Sacramento,CA,241,10719,0,0,0,0,0,0,0.0563719932,0,1,689913702,1976480843
CHSP00004212,454012,Millwood Hospital,1011 North Cooper Street,Arlington,TX,76011,0,HSI00001148,Universal Health Services,Norristown,PA,1343,4951,0,0,0,0,0,0,,0,5,28694214,86606500
CHSP00004213,524001,Milwaukee Cty Mental Health Complex,9455 Watertown Plank Road,Milwaukee,WI,53226,0,,,,,120,862,4.14,0,0,0,0.0345,0,,0,3,135284461,166884813
CHSP00004214,321309,Mimbres Memorial Hospital,900 West Ash Street,Deming,NM,88030,1,HSI00000860,Quorum Health Corporation,Brentwood,TN,25,995,0,0,0,0,0,0,0.0393231444,0,5,56647040,234855377
CHSP00004215,190144,Minden Medical Center,1 Medical Plaza Place,Minden,LA,71055,1,HSI00000026,Allegiance Health Management,Shreveport,LA,123,1684,0,0,0,0,0,0,0.1655464999,1,5,49906352,301063420
CHSP00004216,271331,Mineral Community Hospital,1208 6th Avenue East,Superior,MT,59872,1,,,,,25,166,0,0,0,0,0,0,0.0560916822,0,1,10059515,13320485
CHSP00004217,321307,Miner Of Colfax Medical Center,200 Hospital Drive,Raton,NM,87740,1,,,,,25,491,0,0,0,0,0,0,0.1499154926,1,3,27581934,51430676
CHSP00004218,131319,Minidoka Memorial Hospital,1224 Eighth Street,Rupert,ID,83350,1,,,,,23,384,0,0,0,0,0,0,0.0476546249,0,3,47984086,82103966
CHSP00004219,170199,Minimally Invasive Surgery Hospital,11217 Lakeview Avenue,Lenexa,KS,66219,0,,,,,9,39,0,0,0,0,0,0,,0,5,10498243,38877776
CHSP00004220,521358,Door County Memorial Hospital,323 South 18th Avenue,Sturgeon Bay,WI,54235,1,HSI00000496,Hospital Sisters Health System,Springfield,IL,25,933,0,0,0,0,0,0,0.0189471309,0,1,112145235,231813472
CHSP00004221,521300,Aspirus Eagle River Hospital,201 Hospital Road,Eagle River,WI,54521,1,HSI00000057,Aspirus,Wausau,WI,14,332,0,0,0,0,0,0,0.028805292,0,1,17567592,42316451
CHSP00004222,521339,Aspirus Merrill Hospital,601 South Center Avenue,Merrill,WI,54452,1,HSI00000057,Aspirus,Wausau,WI,12,344,0,0,0,0,0,0,0.0632198689,0,1,20175633,44194589
CHSP00004223,521311,Aspirus Stanley Hospital,1120 Pine Street,Stanley,WI,54768,1,HSI00000057,Aspirus,Wausau,WI,24,120,0,0,0,0,0,0,0.1186487842,1,1,17495121,34942296
CHSP00004224,521313,Aspirus Tomahawk Hospital,401 West Mohawk Drive,Tomahawk,WI,54487,1,HSI00000057,Aspirus,Wausau,WI,15,332,0,0,0,0,0,0,0.0706035554,0,2,14269018,31106980
CHSP00004225,520202,Marshfield Medical Center Weston,3400 Ministry Parkway,Weston,WI,54476,1,HSI00000621,Marshfield Clinic Health System,Marshfield,WI,99,3941,0,0,0,0,0,0,0.0612547855,0,1,192505694,551324071
CHSP00004226,520037,Marshfield Medical Center,611 St Joseph Avenue,Marshfield,WI,54449,1,HSI00000621,Marshfield Clinic Health System,Marshfield,WI,194,11001,73.68,0,1,0,0.3797938144,0,0.0442427082,0,1,765738544,2050541686
CHSP00004228,520019,Aspirus Rhinelander Hospital,2251 North Shore Drive,Rhinelander,WI,54501,1,HSI00000057,Aspirus,Wausau,WI,42,2736,0.62,0,0,0,0.0147619048,0,0.0182426481,0,2,158522655,445657864
CHSP00004229,520002,Aspirus Stevens Point Hospital,900 Illinois Avenue,Stevens Point,WI,54481,1,HSI00000057,Aspirus,Wausau,WI,82,3349,0,0,0,0,0,0,0.0175264453,0,2,146055392,381499356
CHSP00004231,24003F,Minneapolis Veterans Affairs Health Care System,One Veterans Drive,Minneapolis,MN,55417,0,,,,,,,,,,,,,,,,,
CHSP00004233,171368,Minneola District Hospital,212 Main Street,Minneola,KS,67865,1,,,,,14,161,0,0,0,0,0,0,0.0398701832,0,3,12002067,13229067
CHSP00004235,241375,Minnesota Valley Health Center  Inc.,621 South Fourth Street,Le Sueur,MN,56058,1,HSI00000881,Ridgeview Medical Center,Waconia,MN,9,89,0,0,0,0,0,0,0.1165214235,1,1,13942797,21053592
CHSP00004236,511303,Minnie Hamilton Health Care Center,186 Hospital Drive,Grantsville,WV,26147,1,,,,,25,69,0,0,0,0,0,0,0.0599795471,0,1,23749970,35133282
CHSP00004238,410012,The Miriam Hospital,164 Summit Avenue,Providence,RI,02906,1,HSI00000585,Lifespan,Providence,RI,246,15516,87.98,0,1,0,0.3576422764,0,0.0631387615,0,1,473356626,1610024688
CHSP00004239,050704,Mission Community Hospital,14850 Roscoe Boulevard,Panorama City,CA,91402,1,,,,,145,6838,0,0,0,0,0,1,0.0157151561,0,5,156974541,682742463
CHSP00004241,340002,Mission Hospital  Inc,509 Biltmore Avenue,Asheville,NC,28801,1,HSI00000492,HCA Healthcare,Nashville,TN,733,42734,115.66,0,0,0,0.1577899045,0,0.0494796205,0,5,1299556635,5008004398
CHSP00004242,050567,Mission Hospital Reg Medical Center,27700 Medical Center Road,Mission Viejo,CA,92691,1,HSI00000852,Providence,Renton,WA,430,15708,0,0,0,0,0,0,0.0364885876,0,1,737596552,3091920687
CHSP00004243,050193,Mission Hospital Laguna Beach,31872 Coast Hwy,Laguna Beach,CA,92651,1,HSI00000852,Providence,Renton,WA,,,,,,,,,,,,,
CHSP00004245,450176,Mission Regional Medical Center,900 South Bryan Road,Mission,TX,78572,1,HSI00000845,Prime Healthcare Services,Ontario,CA,270,7784,0,0,0,0,0,1,0.1236592425,1,1,119683624,974486186
CHSP00004247,250102,Ms Baptist Medical Center,1225 North State Street,Jackson,MS,39202,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN,399,17748,3.92,0,0,0,0.0098245614,0,0.0351645692,0,2,449258632,2199836827
CHSP00004248,254010,Msh- Receiving Units,3550 Highway 468 West,Whitfield,MS,39193,0,,,,,102,684,4.79,0,0,0,0.0469607843,0,,0,3,,
CHSP00004249,260108,Missouri Baptist Medical Center,3015 North Ballas Road,Saint Louis,MO,63131,1,HSI00000070,BJC Healthcare,Saint Louis,MO,402,19677,8.23,0,0,0,0.0204726368,0,0.0236685926,0,1,716010101,2434635633
CHSP00004250,261337,Missouri Baptist Sullivan Hospital,751 Sappington Bridge Road,Sullivan,MO,63080,1,HSI00000070,BJC Healthcare,Saint Louis,MO,25,1858,0,0,0,0,0,0,0.0888233019,0,1,73429845,230004780
CHSP00004251,260113,Missouri Delta Medical Center,1008 North Main Street,Sikeston,MO,63801,1,,,,,98,3484,0,0,0,0,0,0,0.0584208597,0,1,110850812,454849173
CHSP00004253,264011,Missouri Psychiatric Center,3 Hospital Dr,Columbia,MO,65201,0,HSI00001178,University of Missouri Health Care,Columbia,MO,,,,,,,,,,,,,
CHSP00004254,271304,Missouri River Medical Center,1501 St Charles Street,Fort Benton,MT,59442,1,HSI00000107,Benefis Health System,Great Falls,MT,25,8,0,0,0,0,0,0,0.0311911247,0,3,6405090,6504710
CHSP00004255,111331,Mitchell County Hospital,90 East Stephens Street,Camilla,GA,31730,1,HSI00000045,Archbold Medical Center,Thomasville,GA,25,79,0,0,0,0,0,0,0.1810530687,1,1,34877965,70452989
CHSP00004256,451342,Mitchell County Hospital,997 West Interstate 20,Colorado City,TX,79512,1,,,,,25,169,0,0,0,0,0,0,0.3069288697,1,3,15461648,22706222
CHSP00004257,171375,Mitchell Co Hosp Health Systems,400 West 8th Street,Beloit,KS,67420,1,,,,,25,703,0,0,0,0,0,0,0.0298991092,0,3,27602857,46895373
CHSP00004258,161323,Mitchell County Regional Health Cent,616 North Eighth Street,Osage,IA,50461,1,HSI00001106,Trinity Health,Livonia,MI,25,272,0,0,0,0,0,0,0.0290726445,0,3,32108457,56960106
CHSP00004259,010007,Mizell Memorial Hospital,702 Main Street,Opp,AL,36467,1,,,,,45,1204,0,0,0,0,0,0,0.1067624811,1,3,21402561,66371858
CHSP00004260,461302,Moab Regional Hospital,450 West Williams Way,Moab,UT,84532,1,,,,,17,432,0,0,0,0,0,0,0.0965412442,0,1,44175739,76496535
CHSP00004261,260074,Moberly Regional Medical Center,1515 Union Avenue,Moberly,MO,65270,1,HSI00000249,Community Health Systems,Franklin,TN,45,950,0.29,0,0,0,0.0064444444,0,0.0966182582,0,5,57556157,292306139
CHSP00004262,010113,Mobile Infirmary Medical Center,5 Mobile Infirmary Drive North,Mobile,AL,36607,1,HSI00000511,Infirmary Health System,Mobile,AL,596,22575,3.08,0,0,0,0.0051677852,0,0.0541782827,0,1,423834640,1256284193
CHSP00004263,431325,Mobridge Regional Hospital,1401 Tenth Avenue West,Mobridge,SD,57601,1,HSI00001427,CommonSpirit Health,Chicago,IL,25,497,0,0,0,0,0,0,0.0542102303,0,1,24253943,47285163
CHSP00004264,444002,Moccasin Bend Mental Hlth Institute,100 Moccasin Bend Road,Chattanooga,TN,37405,0,,,,,165,2374,0,0,0,0,0,0,,0,3,,
CHSP00004265,051330,Modoc Medical Center,228 West Mcdowell Avenue,Alturas,CA,96101,1,,,,,8,246,0,0,0,0,0,0,0.3569399326,1,3,31862946,47827017
CHSP00004266,334021,Mohawk Valley P.C.,1400 Noyes Street,Utica,NY,13502,0,,,,,77,288,0,0,0,0,0,0,,0,3,,
CHSP00004267,121303,Molokai General Hospital,280 Home Olu Place,Kaunakakai,HI,96748,1,HSI00001087,The Queens Health Systems,Honolulu,HI,15,62,0,0,0,0,0,0,0.0027716937,0,1,17345888,34451230
CHSP00004268,301309,Monadnock Community Hospital,452 Old Street Road,Peterborough,NH,03458,1,,,,,25,1000,0,0,0,0,0,0,0.0472754533,0,1,85805659,164350618
CHSP00004269,,Moncrief Army Community Hospital,4500 Stuart Street,Fort Jackson,SC,29207,0,,,,,,,,,,,,,,,,,
CHSP00004270,310075,Monmouth Medical Center,300 Second Avenue,Long Branch,NJ,07740,1,HSI00000863,RWJBarnabas Health,West Orange,NJ,240,20140,106.85,0,1,0,0.4452083333,1,0.1208687131,1,1,448667663,1764443810
CHSP00004271,310084,Monmouth Medical Center Southern Cam,600 River Avenue,Lakewood,NJ,08701,1,HSI00000863,RWJBarnabas Health,West Orange,NJ,201,5314,0,0,0,0,0,1,0.0918322128,0,1,128912662,708980272
CHSP00004272,390147,Monongahela Valley Hospital Inc.,1163 Country Club Road,Monongahela,PA,15063,1,HSI00000819,Penn Highlands Healthcare,Du Bois,PA,164,4068,0,0,0,0,0,0,0.0539473612,0,1,118418219,434212486
CHSP00004273,510024,Monongalia General Hospital,1200 J D Anderson Drive,Morgantown,WV,26505,1,HSI00000698,Mon Health System,Morgantown,WV,160,6556,0,0,0,0,0,0,0.0746976983,0,1,297605228,857063027
CHSP00004275,520028,Monroe Clinic,515 22nd Avenue,Monroe,WI,53566,1,HSI00000902,SSM Health,Saint Louis,MO,58,2384,8.2,0,0,0,0.1413793103,0,0.0744657764,0,2,195299314,636745983
CHSP00004277,111318,Monroe County Hospital,88 Martin Luther King Jr Drive,Forsyth,GA,31029,1,HSI00001526,Advocate Health,Charlotte,NC,25,238,0,0,0,0,0,0,0.1605178279,1,3,11869954,29260971
CHSP00004278,010120,Monroe County Hospital,2016 South Alabama Avenue,Monroeville,AL,36460,1,,,,,46,917,0,0,0,0,0,0,0.0920935511,0,3,23847917,84181644
CHSP00004279,161342,Monroe County Hospital,6580 165th Street,Albia,IA,52531,1,HSI00001106,Trinity Health,Livonia,MI,25,176,0,0,0,0,0,0,0.0118993258,0,3,29014432,59070023
CHSP00004280,180105,Monroe County Medical Center,529 Capp Harlan Road,Tompkinsville,KY,42167,1,,,,,49,1147,0,0,0,0,0,0,0.0451469034,0,1,19350497,44365509
CHSP00004281,150183,Monroe Hospital,4011 South Monroe Medical Park Boulevard,Bloomington,IN,47403,1,HSI00000845,Prime Healthcare Services,Ontario,CA,32,1070,0,0,0,0,0,0,0.0966642129,0,5,30794950,142882304
CHSP00004282,190245,Monroe Surgical Hospital,2408 Broadmoor Boulevard,Monroe,LA,71201,1,,,,,10,184,0,0,0,0,0,0,0.027860444,0,5,25825587,118137500
CHSP00004283,052054,Monrovia Memorial Hospital,323 South Heliotrope Avenue,Monrovia,CA,91016,0,,,,,49,208,0,0,0,0,0,0,,0,5,15687614,96913232
CHSP00004285,274086,Montana State Hospital,100 Garnet Way,Warm Springs,MT,59756,0,,,,,,,,,,,,,,,,,
CHSP00004287,050758,Montclair Hospital Medical Center,5000 San Bernardino Street,Montclair,CA,91763,1,HSI00000845,Prime Healthcare Services,Ontario,CA,106,2528,2.43,0,0,0,0.0229245283,1,0.0979464865,0,5,62257927,252407171
CHSP00004289,330059,Montefiore Medical Center,111 East 210th Street,Bronx,NY,10467,1,HSI00000700,Montefiore Medical Center,Bronx,NY,1410,72978,1248.14,0,1,1,0.8852056738,1,0.08813839,0,1,3013724000,16736046155
CHSP00004290,330072,Montefiore Wakefield Hospital,600 E 233rd St,Bronx,NY,10466,1,HSI00000700,Montefiore Medical Center,Bronx,NY,,,,,,,,,,,,,
CHSP00004291,330086,The Mount Vernon Hospital,12 North Seventh Avenue,Mount Vernon,NY,10550,1,HSI00000700,Montefiore Medical Center,Bronx,NY,63,1412,5.15,0,0,0,0.0817460317,1,0.2220157916,1,1,56158997,185139834
CHSP00004292,330184,Montefiore New Rochelle Hospital,16 Guion Place,New Rochelle,NY,10801,1,HSI00000700,Montefiore Medical Center,Bronx,NY,141,5439,53.03,0,1,0,0.3760992908,0,0.0711631565,0,1,159631937,513382013
CHSP00004293,050736,Monterey Park Hospital,900 South Atlantic Boulevard,Monterey Park,CA,91754,1,,,,,101,3577,0,0,0,0,0,1,0.0253965565,0,5,101548065,536893659
CHSP00004295,394033,Montgomery Cnty Emergency Srv. Inc.,50 Beech Drive,Norristown,PA,19403,0,,,,,73,730,0,0,0,0,0,0,,0,1,17373762,30467631
CHSP00004296,161363,Montgomery Cnty Memorial Hospital,2301 Eastern Avenue,Red Oak,IA,51566,1,,,,,25,565,0,0,0,0,0,0,0.070132557,0,3,45949935,85914658
CHSP00004298,511318,Montgomery General Hospital,401 Sixth Avenue,Montgomery,WV,25136,1,,,,,25,261,0,0,0,0,0,0,0.0561408169,0,1,27042839,61954211
CHSP00004299,060006,Montrose Memorial Hospital,800 South Third Street,Montrose,CO,81401,1,HSI00000251,Community Hospital Corporation,Plano,TX,47,2282,0,0,0,0,0,0,0.074692504,0,1,144987016,386328501
CHSP00004302,340060,Unc Rockingham Hospital,117 East King's Highway,Eden,NC,27288,1,HSI00001123,UNC Health Care System,Chapel Hill,NC,108,2236,0,0,0,0,0,0,0.0722207897,0,3,57514077,153979297
CHSP00004303,190116,Morehouse General Hospital,323 West Walnut Avenue,Bastrop,LA,71220,1,,,,,39,837,0,0,0,0,0,1,0.0862858832,0,3,33163285,89019412
CHSP00004304,181307,Morgan Co. Arh,476 Liberty Road,West Liberty,KY,41472,1,HSI00000041,Appalachian Regional Healthcare,Lexington,KY,25,201,0,0,0,0,0,0,0.0241615493,0,1,18190262,64512362
CHSP00004305,111304,Morgan Medical Center,1740 Lions Club Road,Madison,GA,30650,1,,,,,25,281,0,0,0,0,0,0,0.0898533641,0,3,24646062,45067677
CHSP00004306,281318,Morrill County Community Hospital,1313 's' Street,Bridgeport,NE,69336,1,,,,,20,178,0,0,0,0,0,0,0.0540545937,0,3,23202365,36220940
CHSP00004307,171379,Morris County Hospital,600 North Washington Street,Council Grove,KS,66846,1,,,,,21,227,0,0,0,0,0,0,0.0467558465,0,3,13316108,26726567
CHSP00004308,140101,Morris Hospital,150 West High Street,Morris,IL,60450,1,HSI00001084,The Morris Hospital and Healthcare Centers,Morris,IL,89,4176,0,0,0,0,0,0,0.059223692,0,1,210750333,862893533
CHSP00004309,141329,Morrison Community Hospital,303 North Jackson Street,Morrison,IL,61270,1,,,,,25,13,0,0,0,0,0,0,0.0306367051,0,3,37914765,57888561
CHSP00004310,310015,Morristown Medical Center,100 Madison Avenue,Morristown,NJ,07960,1,HSI00000060,Atlantic Health System,Morristown,NJ,705,42074,203.77,0,1,0,0.289035461,0,0.0315565726,0,1,1699148780,7837954140
CHSP00004311,440030,Morristown-Hamblen Hospital,908 West Fourth North Street,Morristown,TN,37814,1,HSI00000286,Covenant Health,Knoxville,TN,102,6734,0,0,0,0,0,0,0.0557840804,0,1,120736115,448535214
CHSP00004312,361313,Morrow County Hospital,651 West Marion Road,Mount Gilead,OH,43338,1,HSI00000784,Ohiohealth,Columbus,OH,23,218,0,0,0,0,0,0,0.0981636743,0,3,23761728,50171678
CHSP00004313,170166,Morton County Health System,445 Hilltop Street,Elkhart,KS,67950,1,,,,,26,138,0,0,0,0,0,0,0.0428987749,0,3,5964890,9472830
CHSP00004314,501319,Arbor Health Morton Hospital,521 Adams Avenue Attn: Tina Clevenger,Morton,WA,98356,1,,,,,25,155,0,0,0,0,0,0,0.0353503837,0,3,33993944,51330023
CHSP00004315,220073,Morton Hospital,88 Washington Street,Taunton,MA,02780,1,HSI00001037,Steward Health Care System,Dallas,TX,125,6910,0,0,0,0,0,0,0.0987836531,0,5,156455013,319217415
CHSP00004316,100127,Morton Plant Hospital,300 Pinellas Street,Clearwater,FL,33756,1,HSI00001106,Trinity Health,Livonia,MI,569,25509,24.13,0,0,0,0.0424077329,0,0.090077639,0,1,735506273,3124014727
CHSP00004317,100063,Morton Plant North Bay Hospital,6600 Madison Street,New Port Richey,FL,34652,1,HSI00001106,Trinity Health,Livonia,MI,208,11723,0,0,0,0,0,1,0.0904980676,0,1,174998962,828592427
CHSP00004319,260006,Heartland Regional Medical Center,5325 Faraon Street,Saint Joseph,MO,64506,1,HSI00000705,Mosaic Life Care,Saint Joseph,MO,352,15172,0,0,0,0,0,0,0.0698211517,0,1,650740378,1535542119
CHSP00004321,340091,The Moses H. Cone Memorial Hospital,1200 North Elm Street,Greensboro,NC,27401,1,HSI00000263,Cone Health,Greensboro,NC,779,40018,55.07,0,0,0,0.0706931964,0,0.0682635136,0,1,1232175466,4046965748
CHSP00004323,390119,Moses Taylor Hospital,700 Quincy Avenue,Scranton,PA,18510,1,HSI00000249,Community Health Systems,Franklin,TN,156,5291,515.04,0,1,1,3.3015384615,0,0.0595327056,0,5,142954350,1060563681
CHSP00004325,050552,Mptf / Motion Picture & Television Fund,23388 Mulholland Drive,Woodland Hills,CA,91364,1,HSI00001168,University of California Health,Oakland,CA,,,,,,,,,,,,,
CHSP00004326,521309,Moundview Memorial Hospital,402 West Lake Street,Friendship,WI,53934,1,HSI00000428,Gundersen Health System,La Crosse,WI,25,100,0,0,0,0,0,0,0.1450062073,1,1,13525898,35857565
CHSP00004327,220002,Mount Auburn Hospital,330 Mount Auburn Street,Cambridge,MA,02138,1,HSI00001416,Beth Israel Lahey Health,Cambridge,MA,186,12212,79.18,0,1,0,0.4256989247,0,0.037938134,0,1,337357023,627397988
CHSP00004328,360035,Mount Carmel Health,6001 East Broad Street,Columbus,OH,43213,1,HSI00001106,Trinity Health,Livonia,MI,573,27531,74.19,0,0,0,0.1294764398,0,0.08486667,0,2,741079071,2584134491
CHSP00004329,360266,Mount Carmel New Albany Hospital,7333 Smith's Mill Road,New Albany,OH,43054,0,HSI00001106,Trinity Health,Livonia,MI,60,1486,0,0,0,0,0,0,,0,2,98256582,326005317
CHSP00004330,360012,St. Anns Hospital,500 South Cleveland Avenue,Westerville,OH,43081,1,HSI00001106,Trinity Health,Livonia,MI,281,14562,13.12,0,0,0,0.0466903915,0,0.1034525391,0,2,355736070,1205486872
CHSP00004331,201304,Mount Desert Island Hospital,10 Wayman Lane,Bar Harbor,ME,04609,1,,,,,25,734,0,0,0,0,0,0,0.0260707059,0,1,73598360,120435643
CHSP00004332,291300,Mt. Grant General Hospital,First And 'a' Street,Hawthorne,NV,89415,1,,,,,11,160,0,0,0,0,0,0,0.1005004599,0,3,14058069,26459146
CHSP00004333,390268,Mount Nittany Medical Center,1800 East Park Avenue,State College,PA,16803,1,HSI00000710,Mount Nittany Health System,State College,PA,248,9467,17.93,0,0,0,0.0722983871,0,0.0756214605,0,1,417727994,1139584202
CHSP00004336,330169,Mount Sinai Health System-Beth Israe,First Avenue And 16th Street,New York,NY,10003,1,HSI00000711,Mount Sinai Health System,New York,NY,437,20028,240.71,0,1,0,0.5508237986,1,0.0732191979,0,1,801771241,3845637440
CHSP00004338,330024,Mount Sinai Hospital,One Gustave L Levy Place,New York,NY,10029,1,HSI00000711,Mount Sinai Health System,New York,NY,1085,53132,1029.16,0,1,1,0.9485345622,1,0.0820520989,0,1,3200518120,11551009257
CHSP00004339,140018,Mount Sinai Hospital Medical Center,1500 South Fairfield Avenue,Chicago,IL,60608,1,HSI00000987,Sinai Health System,Chicago,IL,236,8743,96.41,0,1,0,0.4085169492,1,0.0805625154,0,1,338860000,1285466779
CHSP00004342,100034,Mount Sinai Medical Center Of Florid,4300 Alton Road,Miami Beach,FL,33140,1,HSI00000712,Mount Sinai Medical Center of Florida,Miami Beach,FL,481,24831,178.99,0,1,0,0.3721205821,0,0.0490115515,0,1,904182353,3539423810
CHSP00004344,073025,Mount Sinai Rehabilitation Hosptial,490 Blue Hills Avenue,Hartford,CT,06112,0,HSI00001106,Trinity Health,Livonia,MI,60,864,0,0,0,0,0,0,,0,1,23983999,81444384
CHSP00004345,330046,Mount Sinai St. Lukes Roosevelt Hos,1111 Amsterdam Avenue,New York,NY,10025,1,HSI00000711,Mount Sinai Health System,New York,NY,618,32298,508.85,0,1,1,0.823381877,1,0.0709371476,0,1,1261809969,5373557513
CHSP00004346,330188,Mount St. Marys Hospital,5300 Military Road,Lewiston,NY,14092,1,HSI00001430,Catholic Health Systems,Buffalo,NY,175,4390,0,0,0,0,0,1,0.0521267725,0,2,88935053,193810563
CHSP00004349,111336,Mountain Lakes Medical Center,162 Legacy Point,Clayton,GA,30525,1,,,,,25,172,0,0,0,0,0,0,0.1695104806,1,5,9324908,32294914
CHSP00004353,130073,Grove Creek Medical Center,350 North Meridian Street,Blackfoot,ID,83221,0,HSI00000071,BMH,Blackfoot,ID,8,396,0,0,0,0,0,0,,0,5,3092409,6436123
CHSP00004354,033036,Mountain Valley Regional Rehabilitat,3700 North Windsong Drive,Prescott Valley,AZ,86314,0,,,,,44,810,0,0,0,0,0,0,,0,5,24239429,30135727
CHSP00004356,014006,Mountain View Hospital,3001 Scenic Highway,Gadsden,AL,35904,0,,,,,,,,0,,,,,,,5,,
CHSP00004357,130065,Mountain View Hospital,2325 Coronado Street,Idaho Falls,ID,83404,1,HSI00001334,Mountain View Hospital,Idaho Falls,ID,43,2548,0,0,0,0,0,1,0.0039835999,0,5,382489423,841954969
CHSP00004358,460013,Mountain View Hospital,1000 East 100 North,Payson,UT,84651,1,HSI00000492,HCA Healthcare,Nashville,TN,124,3213,0,0,0,0,0,0,0.0553864638,0,5,81079913,309430016
CHSP00004359,530033,Wyoming Medical Center East Campus,6550 E 2nd St,Casper,WY,82609,0,HSI00000073,Banner Health,Phoenix,AZ,,,,,,,,,,,,,
CHSP00004360,490027,Mountain View Regional Medical Center,310 Third Street Ne,Norton,VA,24273,1,HSI00001284,Ballad Health,Johnson City,TN,,,,,,,,,,,,,
CHSP00004361,030121,Mountain Vista Medical Center,1301 South Crismon Road,Mesa,AZ,85209,1,HSI00001037,Steward Health Care System,Dallas,TX,162,7218,45.23,0,1,0,0.2791975309,0,0.0505886151,0,5,198777379,1094254406
CHSP00004362,460014,Mountain West Medical Center,2055 North Main Street,Tooele,UT,84074,1,HSI00000860,Quorum Health Corporation,Brentwood,TN,36,1578,0,0,0,0,0,0,0.0286690596,0,5,96064274,243945234
CHSP00004364,290039,Mountain View Hospital,3100 North Tenaya Way,Las Vegas,NV,89128,1,HSI00000492,HCA Healthcare,Nashville,TN,363,24836,168.34,0,1,0,0.4637465565,0,0.1029302632,0,5,587079298,5551195567
