YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2017,2017,OR,Oregon,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,29.4,29.4,,,27.9,30.9,4909.0,Total,,,,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,2017.0,Value,34.1,34.1,,,32.5,35.6,6086.0,Total,,,,,,"(40.793730152, -77.860700294)",FV,FV1,Q018,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,20.9,20.9,,,19.5,22.3,5860.0,Total,,,,,,"(40.793730152, -77.860700294)",PA,PA1,Q044,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017.0,Value,24.9,24.9,,,23.5,26.4,6098.0,Total,,,,,,"(40.793730152, -77.860700294)",PA,PA1,Q047,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017.0,Value,35.5,35.5,,,33.9,37.1,6135.0,Total,,,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q037,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,53.0,53.0,,,51.3,54.7,5918.0,Total,,,,,,"(40.793730152, -77.860700294)",PA,PA1,Q043,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,33.5,33.5,,,31.9,35.1,5888.0,Total,,,,,,"(40.793730152, -77.860700294)",PA,PA1,Q045,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,30.4,30.4,,,28.9,32.0,6013.0,Total,,,,,,"(40.793730152, -77.860700294)",PA,PA1,Q046,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,2017.0,Value,16.4,16.4,,,15.1,17.7,6019.0,Total,,,,,,"(40.793730152, -77.860700294)",FV,FV1,Q019,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,PA,Pennsylvania,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,31.6,31.6,,,30.0,33.2,6135.0,Total,,,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Total,Total,OVR,OVERALL
2017,2017,PR,Puerto Rico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,19.6,19.6,,,18.1,21.2,4331.0,Total,,,,,,"(18.220833, -66.590149)",PA,PA1,Q043,VALUE,72,Total,Total,OVR,OVERALL
2017,2017,PR,Puerto Rico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,9.8,9.8,,,8.7,10.9,4412.0,Total,,,,,,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Total,Total,OVR,OVERALL
2017,2017,PR,Puerto Rico,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,2017.0,Value,46.0,46.0,,,44.0,48.0,4196.0,Total,,,,,,"(18.220833, -66.590149)",FV,FV1,Q019,VALUE,72,Total,Total,OVR,OVERALL
2017,2017,PR,Puerto Rico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,9.8,9.8,,,8.7,11.1,4327.0,Total,,,,,,"(18.220833, -66.590149)",PA,PA1,Q045,VALUE,72,Total,Total,OVR,OVERALL
2017,2017,PR,Puerto Rico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,5.4,5.4,,,4.6,6.3,4322.0,Total,,,,,,"(18.220833, -66.590149)",PA,PA1,Q044,VALUE,72,Total,Total,OVR,OVERALL
2017,2017,PR,Puerto Rico,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,2017.0,Value,56.0,56.0,,,54.1,58.0,4249.0,Total,,,,,,"(18.220833, -66.590149)",FV,FV1,Q018,VALUE,72,Total,Total,OVR,OVERALL
2017,2017,PR,Puerto Rico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017.0,Value,54.0,54.0,,,52.1,56.0,4421.0,Total,,,,,,"(18.220833, -66.590149)",PA,PA1,Q047,VALUE,72,Total,Total,OVR,OVERALL
2017,2017,PR,Puerto Rico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017.0,Value,35.4,35.4,,,33.5,37.3,4264.0,Total,,,,,,"(18.220833, -66.590149)",OWS,OWS1,Q037,VALUE,72,Total,Total,OVR,OVERALL
2017,2017,PR,Puerto Rico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,32.9,32.9,,,31.0,34.9,4264.0,Total,,,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,30.0,30.0,,,28.1,31.9,5141.0,Total,,,,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q036,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,2017.0,Value,17.9,17.9,,,16.3,19.6,4923.0,Total,,,,,,"(41.708280193, -71.522470314)",FV,FV1,Q019,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,50.6,50.6,,,48.5,52.6,4966.0,Total,,,,,,"(41.708280193, -71.522470314)",PA,PA1,Q043,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,2017.0,Value,33.7,33.7,,,31.7,35.7,5074.0,Total,,,,,,"(41.708280193, -71.522470314)",FV,FV1,Q018,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,28.8,28.8,,,27.0,30.7,5057.0,Total,,,,,,"(41.708280193, -71.522470314)",PA,PA1,Q046,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,30.8,30.8,,,29.0,32.6,4949.0,Total,,,,,,"(41.708280193, -71.522470314)",PA,PA1,Q045,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017.0,Value,34.9,34.9,,,33.0,36.8,5141.0,Total,,,,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q037,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017.0,Value,26.3,26.3,,,24.6,28.1,5141.0,Total,,,,,,"(41.708280193, -71.522470314)",PA,PA1,Q047,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,18.9,18.9,,,17.4,20.6,4901.0,Total,,,,,,"(41.708280193, -71.522470314)",PA,PA1,Q044,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,2017.0,Value,40.6,40.6,,,39.2,41.9,10280.0,Total,,,,,,"(33.998821303, -81.045371207)",FV,FV1,Q018,VALUE,45,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017.0,Value,28.4,28.4,,,27.2,29.6,10528.0,Total,,,,,,"(33.998821303, -81.045371207)",PA,PA1,Q047,VALUE,45,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,48.6,48.6,,,47.2,50.0,10065.0,Total,,,,,,"(33.998821303, -81.045371207)",PA,PA1,Q043,VALUE,45,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,34.1,34.1,,,32.8,35.4,10475.0,Total,,,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,27.4,27.4,,,26.1,28.7,10350.0,Total,,,,,,"(33.998821303, -81.045371207)",PA,PA1,Q046,VALUE,45,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017.0,Value,34.0,34.0,,,32.7,35.3,10475.0,Total,,,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q037,VALUE,45,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,18.8,18.8,,,17.7,20.0,9934.0,Total,,,,,,"(33.998821303, -81.045371207)",PA,PA1,Q044,VALUE,45,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,30.9,30.9,,,29.6,32.2,9995.0,Total,,,,,,"(33.998821303, -81.045371207)",PA,PA1,Q045,VALUE,45,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,2017.0,Value,18.0,18.0,,,17.0,19.2,10076.0,Total,,,,,,"(33.998821303, -81.045371207)",FV,FV1,Q019,VALUE,45,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017.0,Value,35.9,35.9,,,33.7,38.1,6533.0,Total,,,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q037,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,18.6,18.6,,,16.9,20.5,6372.0,Total,,,,,,"(44.353130053, -100.373530637)",PA,PA1,Q044,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017.0,Value,24.9,24.9,,,23.0,26.9,6653.0,Total,,,,,,"(44.353130053, -100.373530637)",PA,PA1,Q047,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,2017.0,Value,16.9,16.9,,,15.2,18.7,6458.0,Total,,,,,,"(44.353130053, -100.373530637)",FV,FV1,Q019,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,31.9,31.9,,,29.8,34.1,6533.0,Total,,,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,2017.0,Value,36.9,36.9,,,34.7,39.2,6569.0,Total,,,,,,"(44.353130053, -100.373530637)",FV,FV1,Q018,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,50.8,50.8,,,48.5,53.2,6432.0,Total,,,,,,"(44.353130053, -100.373530637)",PA,PA1,Q043,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,30.2,30.2,,,28.1,32.3,6392.0,Total,,,,,,"(44.353130053, -100.373530637)",PA,PA1,Q045,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,28.3,28.3,,,26.2,30.6,6566.0,Total,,,,,,"(44.353130053, -100.373530637)",PA,PA1,Q046,VALUE,46,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,47.0,47.0,,,45.1,49.0,4987.0,Total,,,,,,"(35.68094058, -85.774490914)",PA,PA1,Q043,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017.0,Value,30.6,30.6,,,28.8,32.3,5272.0,Total,,,,,,"(35.68094058, -85.774490914)",PA,PA1,Q047,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,29.7,29.7,,,27.9,31.5,4944.0,Total,,,,,,"(35.68094058, -85.774490914)",PA,PA1,Q045,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,16.9,16.9,,,15.4,18.4,4877.0,Total,,,,,,"(35.68094058, -85.774490914)",PA,PA1,Q044,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,32.8,32.8,,,31.1,34.6,5354.0,Total,,,,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017.0,Value,35.4,35.4,,,33.6,37.3,5354.0,Total,,,,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q037,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,26.6,26.6,,,24.9,28.3,5107.0,Total,,,,,,"(35.68094058, -85.774490914)",PA,PA1,Q046,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,2017.0,Value,38.9,38.9,,,37.0,40.8,5179.0,Total,,,,,,"(35.68094058, -85.774490914)",FV,FV1,Q018,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,2017.0,Value,15.8,15.8,,,14.4,17.3,5046.0,Total,,,,,,"(35.68094058, -85.774490914)",FV,FV1,Q019,VALUE,47,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017.0,Value,32.1,32.1,,,30.2,34.0,11142.0,Total,,,,,,"(31.827240407, -99.426770206)",PA,PA1,Q047,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,41.9,41.9,,,39.9,43.9,10661.0,Total,,,,,,"(31.827240407, -99.426770206)",PA,PA1,Q043,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,24.7,24.7,,,23.1,26.5,10588.0,Total,,,,,,"(31.827240407, -99.426770206)",PA,PA1,Q045,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017.0,Value,36.4,36.4,,,34.6,38.4,11238.0,Total,,,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q037,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,17.0,17.0,,,15.6,18.5,10526.0,Total,,,,,,"(31.827240407, -99.426770206)",PA,PA1,Q044,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,2017.0,Value,39.4,39.4,,,37.5,41.4,11076.0,Total,,,,,,"(31.827240407, -99.426770206)",FV,FV1,Q018,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,2017.0,Value,21.9,21.9,,,20.3,23.7,10817.0,Total,,,,,,"(31.827240407, -99.426770206)",FV,FV1,Q019,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,33.0,33.0,,,31.2,34.9,11238.0,Total,,,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,TX,Texas,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,29.2,29.2,,,27.4,31.1,10931.0,Total,,,,,,"(31.827240407, -99.426770206)",PA,PA1,Q046,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,US,National,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,30.5,30.5,,,30.2,30.8,403374.0,Total,,,,,,,PA,PA1,Q046,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,US,National,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,30.1,30.1,,,29.8,30.4,408448.0,Total,,,,,,,OWS,OWS1,Q036,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,US,National,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,2017.0,Value,36.0,36.0,,,35.7,36.4,405047.0,Total,,,,,,,FV,FV1,Q018,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,US,National,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017.0,Value,26.6,26.6,,,26.3,26.9,410595.0,Total,,,,,,,PA,PA1,Q047,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,US,National,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,30.9,30.9,,,30.6,31.2,392209.0,Total,,,,,,,PA,PA1,Q045,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,US,National,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017.0,Value,35.3,35.3,,,35.0,35.6,408448.0,Total,,,,,,,OWS,OWS1,Q037,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,US,National,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,20.3,20.3,,,20.1,20.6,389612.0,Total,,,,,,,PA,PA1,Q044,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,US,National,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,50.3,50.3,,,50.0,50.6,394726.0,Total,,,,,,,PA,PA1,Q043,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,US,National,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,2017.0,Value,19.0,19.0,,,18.7,19.3,396800.0,Total,,,,,,,FV,FV1,Q019,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,33.3,33.3,,,32.2,34.6,9674.0,Total,,,,,,"(39.360700171, -111.587130635)",PA,PA1,Q046,VALUE,49,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,54.0,54.0,,,52.7,55.2,9415.0,Total,,,,,,"(39.360700171, -111.587130635)",PA,PA1,Q043,VALUE,49,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017.0,Value,25.3,25.3,,,24.2,26.4,9325.0,Total,,,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017.0,Value,33.1,33.1,,,31.9,34.4,9341.0,Total,,,,,,"(39.360700171, -111.587130635)",PA,PA1,Q045,VALUE,49,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017.0,Value,35.3,35.3,,,34.1,36.6,9325.0,Total,,,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q037,VALUE,49,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017.0,Value,21.1,21.1,,,20.0,22.1,9814.0,Total,,,,,,"(39.360700171, -111.587130635)",PA,PA1,Q047,VALUE,49,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017.0,Value,23.0,23.0,,,21.9,24.1,9305.0,Total,,,,,,"(39.360700171, -111.587130635)",PA,PA1,Q044,VALUE,49,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,BRFSS,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,2017.0,Value,17.3,17.3,,,16.3,18.4,9396.0,Total,,,,,,"(39.360700171, -111.587130635)",FV,FV1,Q019,VALUE,49,Total,Total,OVR,OVERALL
